dataset,folder_name,shape,image_folder,image_path
train,157,unknown,157,C:\Users\ashut\Downloads\Geometry3K\train\157
train,1570,unknown,1570,C:\Users\ashut\Downloads\Geometry3K\train\1570
train,1571,unknown,1571,C:\Users\ashut\Downloads\Geometry3K\train\1571
train,1572,circle,1572,C:\Users\ashut\Downloads\Geometry3K\train\1572
train,1573,unknown,1573,C:\Users\ashut\Downloads\Geometry3K\train\1573
train,1574,parallelogram,1574,C:\Users\ashut\Downloads\Geometry3K\train\1574
train,1575,unknown,1575,C:\Users\ashut\Downloads\Geometry3K\train\1575
train,1576,unknown,1576,C:\Users\ashut\Downloads\Geometry3K\train\1576
train,1577,unknown,1577,C:\Users\ashut\Downloads\Geometry3K\train\1577
train,1578,unknown,1578,C:\Users\ashut\Downloads\Geometry3K\train\1578
train,1579,circle,1579,C:\Users\ashut\Downloads\Geometry3K\train\1579
train,158,unknown,158,C:\Users\ashut\Downloads\Geometry3K\train\158
train,1580,unknown,1580,C:\Users\ashut\Downloads\Geometry3K\train\1580
train,1581,unknown,1581,C:\Users\ashut\Downloads\Geometry3K\train\1581
train,1582,circle,1582,C:\Users\ashut\Downloads\Geometry3K\train\1582
train,1583,unknown,1583,C:\Users\ashut\Downloads\Geometry3K\train\1583
train,1584,unknown,1584,C:\Users\ashut\Downloads\Geometry3K\train\1584
train,1585,unknown,1585,C:\Users\ashut\Downloads\Geometry3K\train\1585
train,1586,unknown,1586,C:\Users\ashut\Downloads\Geometry3K\train\1586
train,1587,unknown,1587,C:\Users\ashut\Downloads\Geometry3K\train\1587
train,1588,unknown,1588,C:\Users\ashut\Downloads\Geometry3K\train\1588
train,1589,unknown,1589,C:\Users\ashut\Downloads\Geometry3K\train\1589
train,159,unknown,159,C:\Users\ashut\Downloads\Geometry3K\train\159
train,1590,unknown,1590,C:\Users\ashut\Downloads\Geometry3K\train\1590
train,1591,unknown,1591,C:\Users\ashut\Downloads\Geometry3K\train\1591
train,1592,unknown,1592,C:\Users\ashut\Downloads\Geometry3K\train\1592
train,1593,parallelogram,1593,C:\Users\ashut\Downloads\Geometry3K\train\1593
train,1594,unknown,1594,C:\Users\ashut\Downloads\Geometry3K\train\1594
train,1595,unknown,1595,C:\Users\ashut\Downloads\Geometry3K\train\1595
train,1596,unknown,1596,C:\Users\ashut\Downloads\Geometry3K\train\1596
train,1597,unknown,1597,C:\Users\ashut\Downloads\Geometry3K\train\1597
train,1598,unknown,1598,C:\Users\ashut\Downloads\Geometry3K\train\1598
train,1599,unknown,1599,C:\Users\ashut\Downloads\Geometry3K\train\1599
train,16,unknown,16,C:\Users\ashut\Downloads\Geometry3K\train\16
train,160,unknown,160,C:\Users\ashut\Downloads\Geometry3K\train\160
train,1600,unknown,1600,C:\Users\ashut\Downloads\Geometry3K\train\1600
train,1601,unknown,1601,C:\Users\ashut\Downloads\Geometry3K\train\1601
train,1602,unknown,1602,C:\Users\ashut\Downloads\Geometry3K\train\1602
train,1603,unknown,1603,C:\Users\ashut\Downloads\Geometry3K\train\1603
train,1604,unknown,1604,C:\Users\ashut\Downloads\Geometry3K\train\1604
train,1605,unknown,1605,C:\Users\ashut\Downloads\Geometry3K\train\1605
train,1606,unknown,1606,C:\Users\ashut\Downloads\Geometry3K\train\1606
train,1607,unknown,1607,C:\Users\ashut\Downloads\Geometry3K\train\1607
train,1608,parallelogram,1608,C:\Users\ashut\Downloads\Geometry3K\train\1608
train,1609,unknown,1609,C:\Users\ashut\Downloads\Geometry3K\train\1609
train,161,unknown,161,C:\Users\ashut\Downloads\Geometry3K\train\161
train,1610,triangle,1610,C:\Users\ashut\Downloads\Geometry3K\train\1610
train,1611,unknown,1611,C:\Users\ashut\Downloads\Geometry3K\train\1611
train,1612,unknown,1612,C:\Users\ashut\Downloads\Geometry3K\train\1612
train,1613,parallelogram,1613,C:\Users\ashut\Downloads\Geometry3K\train\1613
train,1614,unknown,1614,C:\Users\ashut\Downloads\Geometry3K\train\1614
train,1615,unknown,1615,C:\Users\ashut\Downloads\Geometry3K\train\1615
train,1616,unknown,1616,C:\Users\ashut\Downloads\Geometry3K\train\1616
train,1617,unknown,1617,C:\Users\ashut\Downloads\Geometry3K\train\1617
train,1618,unknown,1618,C:\Users\ashut\Downloads\Geometry3K\train\1618
train,1619,unknown,1619,C:\Users\ashut\Downloads\Geometry3K\train\1619
train,162,unknown,162,C:\Users\ashut\Downloads\Geometry3K\train\162
train,1620,unknown,1620,C:\Users\ashut\Downloads\Geometry3K\train\1620
train,1621,unknown,1621,C:\Users\ashut\Downloads\Geometry3K\train\1621
train,1622,unknown,1622,C:\Users\ashut\Downloads\Geometry3K\train\1622
train,1623,unknown,1623,C:\Users\ashut\Downloads\Geometry3K\train\1623
train,1624,unknown,1624,C:\Users\ashut\Downloads\Geometry3K\train\1624
train,1625,rectangle,1625,C:\Users\ashut\Downloads\Geometry3K\train\1625
train,1626,unknown,1626,C:\Users\ashut\Downloads\Geometry3K\train\1626
train,1627,unknown,1627,C:\Users\ashut\Downloads\Geometry3K\train\1627
train,1628,unknown,1628,C:\Users\ashut\Downloads\Geometry3K\train\1628
train,1629,unknown,1629,C:\Users\ashut\Downloads\Geometry3K\train\1629
train,163,unknown,163,C:\Users\ashut\Downloads\Geometry3K\train\163
train,1630,unknown,1630,C:\Users\ashut\Downloads\Geometry3K\train\1630
train,1631,parallelogram,1631,C:\Users\ashut\Downloads\Geometry3K\train\1631
train,1632,unknown,1632,C:\Users\ashut\Downloads\Geometry3K\train\1632
train,1633,rectangle,1633,C:\Users\ashut\Downloads\Geometry3K\train\1633
train,1634,unknown,1634,C:\Users\ashut\Downloads\Geometry3K\train\1634
train,1635,unknown,1635,C:\Users\ashut\Downloads\Geometry3K\train\1635
train,1636,parallelogram,1636,C:\Users\ashut\Downloads\Geometry3K\train\1636
train,1637,unknown,1637,C:\Users\ashut\Downloads\Geometry3K\train\1637
train,1638,unknown,1638,C:\Users\ashut\Downloads\Geometry3K\train\1638
train,1639,circle,1639,C:\Users\ashut\Downloads\Geometry3K\train\1639
train,164,unknown,164,C:\Users\ashut\Downloads\Geometry3K\train\164
train,1640,unknown,1640,C:\Users\ashut\Downloads\Geometry3K\train\1640
train,1641,unknown,1641,C:\Users\ashut\Downloads\Geometry3K\train\1641
train,1642,unknown,1642,C:\Users\ashut\Downloads\Geometry3K\train\1642
train,1643,unknown,1643,C:\Users\ashut\Downloads\Geometry3K\train\1643
train,1644,unknown,1644,C:\Users\ashut\Downloads\Geometry3K\train\1644
train,1645,unknown,1645,C:\Users\ashut\Downloads\Geometry3K\train\1645
train,1646,unknown,1646,C:\Users\ashut\Downloads\Geometry3K\train\1646
train,1647,unknown,1647,C:\Users\ashut\Downloads\Geometry3K\train\1647
train,1648,parallelogram,1648,C:\Users\ashut\Downloads\Geometry3K\train\1648
train,1649,unknown,1649,C:\Users\ashut\Downloads\Geometry3K\train\1649
train,165,unknown,165,C:\Users\ashut\Downloads\Geometry3K\train\165
train,1650,unknown,1650,C:\Users\ashut\Downloads\Geometry3K\train\1650
train,1651,unknown,1651,C:\Users\ashut\Downloads\Geometry3K\train\1651
train,1652,unknown,1652,C:\Users\ashut\Downloads\Geometry3K\train\1652
train,1653,unknown,1653,C:\Users\ashut\Downloads\Geometry3K\train\1653
train,1654,circle,1654,C:\Users\ashut\Downloads\Geometry3K\train\1654
train,1655,unknown,1655,C:\Users\ashut\Downloads\Geometry3K\train\1655
train,1656,unknown,1656,C:\Users\ashut\Downloads\Geometry3K\train\1656
train,1657,unknown,1657,C:\Users\ashut\Downloads\Geometry3K\train\1657
train,1658,unknown,1658,C:\Users\ashut\Downloads\Geometry3K\train\1658
train,1659,unknown,1659,C:\Users\ashut\Downloads\Geometry3K\train\1659
train,166,unknown,166,C:\Users\ashut\Downloads\Geometry3K\train\166
train,1660,unknown,1660,C:\Users\ashut\Downloads\Geometry3K\train\1660
train,1661,unknown,1661,C:\Users\ashut\Downloads\Geometry3K\train\1661
train,1662,circle,1662,C:\Users\ashut\Downloads\Geometry3K\train\1662
train,1663,unknown,1663,C:\Users\ashut\Downloads\Geometry3K\train\1663
train,1664,unknown,1664,C:\Users\ashut\Downloads\Geometry3K\train\1664
train,1665,parallelogram,1665,C:\Users\ashut\Downloads\Geometry3K\train\1665
train,1666,unknown,1666,C:\Users\ashut\Downloads\Geometry3K\train\1666
train,1667,unknown,1667,C:\Users\ashut\Downloads\Geometry3K\train\1667
train,1668,unknown,1668,C:\Users\ashut\Downloads\Geometry3K\train\1668
train,1669,unknown,1669,C:\Users\ashut\Downloads\Geometry3K\train\1669
train,167,unknown,167,C:\Users\ashut\Downloads\Geometry3K\train\167
train,1670,unknown,1670,C:\Users\ashut\Downloads\Geometry3K\train\1670
train,1671,unknown,1671,C:\Users\ashut\Downloads\Geometry3K\train\1671
train,1672,rectangle,1672,C:\Users\ashut\Downloads\Geometry3K\train\1672
train,1673,unknown,1673,C:\Users\ashut\Downloads\Geometry3K\train\1673
train,1674,unknown,1674,C:\Users\ashut\Downloads\Geometry3K\train\1674
train,1675,unknown,1675,C:\Users\ashut\Downloads\Geometry3K\train\1675
train,1676,unknown,1676,C:\Users\ashut\Downloads\Geometry3K\train\1676
train,1677,unknown,1677,C:\Users\ashut\Downloads\Geometry3K\train\1677
train,1678,unknown,1678,C:\Users\ashut\Downloads\Geometry3K\train\1678
train,1679,unknown,1679,C:\Users\ashut\Downloads\Geometry3K\train\1679
train,168,unknown,168,C:\Users\ashut\Downloads\Geometry3K\train\168
train,1680,circle,1680,C:\Users\ashut\Downloads\Geometry3K\train\1680
train,1681,unknown,1681,C:\Users\ashut\Downloads\Geometry3K\train\1681
train,1682,unknown,1682,C:\Users\ashut\Downloads\Geometry3K\train\1682
train,1683,square,1683,C:\Users\ashut\Downloads\Geometry3K\train\1683
train,1684,unknown,1684,C:\Users\ashut\Downloads\Geometry3K\train\1684
train,1685,unknown,1685,C:\Users\ashut\Downloads\Geometry3K\train\1685
train,1686,unknown,1686,C:\Users\ashut\Downloads\Geometry3K\train\1686
train,1687,unknown,1687,C:\Users\ashut\Downloads\Geometry3K\train\1687
train,1688,unknown,1688,C:\Users\ashut\Downloads\Geometry3K\train\1688
train,1689,unknown,1689,C:\Users\ashut\Downloads\Geometry3K\train\1689
train,169,triangle,169,C:\Users\ashut\Downloads\Geometry3K\train\169
train,1690,unknown,1690,C:\Users\ashut\Downloads\Geometry3K\train\1690
train,1691,unknown,1691,C:\Users\ashut\Downloads\Geometry3K\train\1691
train,1692,unknown,1692,C:\Users\ashut\Downloads\Geometry3K\train\1692
train,1693,parallelogram,1693,C:\Users\ashut\Downloads\Geometry3K\train\1693
train,1694,unknown,1694,C:\Users\ashut\Downloads\Geometry3K\train\1694
train,1695,parallelogram,1695,C:\Users\ashut\Downloads\Geometry3K\train\1695
train,1696,unknown,1696,C:\Users\ashut\Downloads\Geometry3K\train\1696
train,1697,unknown,1697,C:\Users\ashut\Downloads\Geometry3K\train\1697
train,1698,unknown,1698,C:\Users\ashut\Downloads\Geometry3K\train\1698
train,1699,unknown,1699,C:\Users\ashut\Downloads\Geometry3K\train\1699
train,17,parallelogram,17,C:\Users\ashut\Downloads\Geometry3K\train\17
train,170,unknown,170,C:\Users\ashut\Downloads\Geometry3K\train\170
train,1700,unknown,1700,C:\Users\ashut\Downloads\Geometry3K\train\1700
train,1701,unknown,1701,C:\Users\ashut\Downloads\Geometry3K\train\1701
train,1702,unknown,1702,C:\Users\ashut\Downloads\Geometry3K\train\1702
train,1703,unknown,1703,C:\Users\ashut\Downloads\Geometry3K\train\1703
train,1704,unknown,1704,C:\Users\ashut\Downloads\Geometry3K\train\1704
train,1705,unknown,1705,C:\Users\ashut\Downloads\Geometry3K\train\1705
train,1706,unknown,1706,C:\Users\ashut\Downloads\Geometry3K\train\1706
train,1707,unknown,1707,C:\Users\ashut\Downloads\Geometry3K\train\1707
train,1708,unknown,1708,C:\Users\ashut\Downloads\Geometry3K\train\1708
train,1709,circle,1709,C:\Users\ashut\Downloads\Geometry3K\train\1709
train,171,unknown,171,C:\Users\ashut\Downloads\Geometry3K\train\171
train,1710,circle,1710,C:\Users\ashut\Downloads\Geometry3K\train\1710
train,1711,unknown,1711,C:\Users\ashut\Downloads\Geometry3K\train\1711
train,1712,unknown,1712,C:\Users\ashut\Downloads\Geometry3K\train\1712
train,1713,unknown,1713,C:\Users\ashut\Downloads\Geometry3K\train\1713
train,1714,circle,1714,C:\Users\ashut\Downloads\Geometry3K\train\1714
train,1715,unknown,1715,C:\Users\ashut\Downloads\Geometry3K\train\1715
train,1716,unknown,1716,C:\Users\ashut\Downloads\Geometry3K\train\1716
train,1717,unknown,1717,C:\Users\ashut\Downloads\Geometry3K\train\1717
train,1718,unknown,1718,C:\Users\ashut\Downloads\Geometry3K\train\1718
train,1719,unknown,1719,C:\Users\ashut\Downloads\Geometry3K\train\1719
train,172,unknown,172,C:\Users\ashut\Downloads\Geometry3K\train\172
train,1720,unknown,1720,C:\Users\ashut\Downloads\Geometry3K\train\1720
train,1721,unknown,1721,C:\Users\ashut\Downloads\Geometry3K\train\1721
train,1722,unknown,1722,C:\Users\ashut\Downloads\Geometry3K\train\1722
train,1723,circle,1723,C:\Users\ashut\Downloads\Geometry3K\train\1723
train,1724,unknown,1724,C:\Users\ashut\Downloads\Geometry3K\train\1724
train,1725,unknown,1725,C:\Users\ashut\Downloads\Geometry3K\train\1725
train,1726,unknown,1726,C:\Users\ashut\Downloads\Geometry3K\train\1726
train,1727,unknown,1727,C:\Users\ashut\Downloads\Geometry3K\train\1727
train,1728,unknown,1728,C:\Users\ashut\Downloads\Geometry3K\train\1728
train,1729,unknown,1729,C:\Users\ashut\Downloads\Geometry3K\train\1729
train,173,unknown,173,C:\Users\ashut\Downloads\Geometry3K\train\173
train,1730,unknown,1730,C:\Users\ashut\Downloads\Geometry3K\train\1730
train,1731,unknown,1731,C:\Users\ashut\Downloads\Geometry3K\train\1731
train,1732,unknown,1732,C:\Users\ashut\Downloads\Geometry3K\train\1732
train,1733,unknown,1733,C:\Users\ashut\Downloads\Geometry3K\train\1733
train,1734,unknown,1734,C:\Users\ashut\Downloads\Geometry3K\train\1734
train,1735,rectangle,1735,C:\Users\ashut\Downloads\Geometry3K\train\1735
train,1736,unknown,1736,C:\Users\ashut\Downloads\Geometry3K\train\1736
train,1737,unknown,1737,C:\Users\ashut\Downloads\Geometry3K\train\1737
train,1738,unknown,1738,C:\Users\ashut\Downloads\Geometry3K\train\1738
train,1739,unknown,1739,C:\Users\ashut\Downloads\Geometry3K\train\1739
train,174,unknown,174,C:\Users\ashut\Downloads\Geometry3K\train\174
train,1740,unknown,1740,C:\Users\ashut\Downloads\Geometry3K\train\1740
train,1741,unknown,1741,C:\Users\ashut\Downloads\Geometry3K\train\1741
train,1742,unknown,1742,C:\Users\ashut\Downloads\Geometry3K\train\1742
train,1743,unknown,1743,C:\Users\ashut\Downloads\Geometry3K\train\1743
train,1744,unknown,1744,C:\Users\ashut\Downloads\Geometry3K\train\1744
train,1745,unknown,1745,C:\Users\ashut\Downloads\Geometry3K\train\1745
train,1746,unknown,1746,C:\Users\ashut\Downloads\Geometry3K\train\1746
train,1747,unknown,1747,C:\Users\ashut\Downloads\Geometry3K\train\1747
train,1748,unknown,1748,C:\Users\ashut\Downloads\Geometry3K\train\1748
train,1749,unknown,1749,C:\Users\ashut\Downloads\Geometry3K\train\1749
train,175,unknown,175,C:\Users\ashut\Downloads\Geometry3K\train\175
train,1750,unknown,1750,C:\Users\ashut\Downloads\Geometry3K\train\1750
train,1751,unknown,1751,C:\Users\ashut\Downloads\Geometry3K\train\1751
train,1752,unknown,1752,C:\Users\ashut\Downloads\Geometry3K\train\1752
train,1753,unknown,1753,C:\Users\ashut\Downloads\Geometry3K\train\1753
train,1754,unknown,1754,C:\Users\ashut\Downloads\Geometry3K\train\1754
train,1755,unknown,1755,C:\Users\ashut\Downloads\Geometry3K\train\1755
train,1756,unknown,1756,C:\Users\ashut\Downloads\Geometry3K\train\1756
train,1757,unknown,1757,C:\Users\ashut\Downloads\Geometry3K\train\1757
train,1758,unknown,1758,C:\Users\ashut\Downloads\Geometry3K\train\1758
train,1759,unknown,1759,C:\Users\ashut\Downloads\Geometry3K\train\1759
train,176,circle,176,C:\Users\ashut\Downloads\Geometry3K\train\176
train,1760,unknown,1760,C:\Users\ashut\Downloads\Geometry3K\train\1760
train,1761,unknown,1761,C:\Users\ashut\Downloads\Geometry3K\train\1761
train,1762,unknown,1762,C:\Users\ashut\Downloads\Geometry3K\train\1762
train,1763,unknown,1763,C:\Users\ashut\Downloads\Geometry3K\train\1763
train,1764,unknown,1764,C:\Users\ashut\Downloads\Geometry3K\train\1764
train,1765,unknown,1765,C:\Users\ashut\Downloads\Geometry3K\train\1765
train,1766,unknown,1766,C:\Users\ashut\Downloads\Geometry3K\train\1766
train,1767,unknown,1767,C:\Users\ashut\Downloads\Geometry3K\train\1767
train,1768,unknown,1768,C:\Users\ashut\Downloads\Geometry3K\train\1768
train,1769,unknown,1769,C:\Users\ashut\Downloads\Geometry3K\train\1769
train,177,unknown,177,C:\Users\ashut\Downloads\Geometry3K\train\177
train,1770,unknown,1770,C:\Users\ashut\Downloads\Geometry3K\train\1770
train,1771,unknown,1771,C:\Users\ashut\Downloads\Geometry3K\train\1771
train,1772,unknown,1772,C:\Users\ashut\Downloads\Geometry3K\train\1772
train,1773,triangle,1773,C:\Users\ashut\Downloads\Geometry3K\train\1773
train,1774,unknown,1774,C:\Users\ashut\Downloads\Geometry3K\train\1774
train,1775,parallelogram,1775,C:\Users\ashut\Downloads\Geometry3K\train\1775
train,1776,unknown,1776,C:\Users\ashut\Downloads\Geometry3K\train\1776
train,1777,unknown,1777,C:\Users\ashut\Downloads\Geometry3K\train\1777
train,1778,unknown,1778,C:\Users\ashut\Downloads\Geometry3K\train\1778
train,1779,unknown,1779,C:\Users\ashut\Downloads\Geometry3K\train\1779
train,178,unknown,178,C:\Users\ashut\Downloads\Geometry3K\train\178
train,1780,unknown,1780,C:\Users\ashut\Downloads\Geometry3K\train\1780
train,1781,unknown,1781,C:\Users\ashut\Downloads\Geometry3K\train\1781
train,1782,unknown,1782,C:\Users\ashut\Downloads\Geometry3K\train\1782
train,1783,unknown,1783,C:\Users\ashut\Downloads\Geometry3K\train\1783
train,1784,unknown,1784,C:\Users\ashut\Downloads\Geometry3K\train\1784
train,1785,unknown,1785,C:\Users\ashut\Downloads\Geometry3K\train\1785
train,1786,unknown,1786,C:\Users\ashut\Downloads\Geometry3K\train\1786
train,1787,circle,1787,C:\Users\ashut\Downloads\Geometry3K\train\1787
train,1788,unknown,1788,C:\Users\ashut\Downloads\Geometry3K\train\1788
train,1789,rectangle,1789,C:\Users\ashut\Downloads\Geometry3K\train\1789
train,179,unknown,179,C:\Users\ashut\Downloads\Geometry3K\train\179
train,1790,unknown,1790,C:\Users\ashut\Downloads\Geometry3K\train\1790
train,1791,unknown,1791,C:\Users\ashut\Downloads\Geometry3K\train\1791
train,1792,unknown,1792,C:\Users\ashut\Downloads\Geometry3K\train\1792
train,1793,parallelogram,1793,C:\Users\ashut\Downloads\Geometry3K\train\1793
train,1794,unknown,1794,C:\Users\ashut\Downloads\Geometry3K\train\1794
train,1795,unknown,1795,C:\Users\ashut\Downloads\Geometry3K\train\1795
train,1796,unknown,1796,C:\Users\ashut\Downloads\Geometry3K\train\1796
train,1797,unknown,1797,C:\Users\ashut\Downloads\Geometry3K\train\1797
train,1798,unknown,1798,C:\Users\ashut\Downloads\Geometry3K\train\1798
train,1799,unknown,1799,C:\Users\ashut\Downloads\Geometry3K\train\1799
train,18,parallelogram,18,C:\Users\ashut\Downloads\Geometry3K\train\18
train,180,parallelogram,180,C:\Users\ashut\Downloads\Geometry3K\train\180
train,1800,unknown,1800,C:\Users\ashut\Downloads\Geometry3K\train\1800
train,1801,parallelogram,1801,C:\Users\ashut\Downloads\Geometry3K\train\1801
train,1802,unknown,1802,C:\Users\ashut\Downloads\Geometry3K\train\1802
train,1803,unknown,1803,C:\Users\ashut\Downloads\Geometry3K\train\1803
train,1804,unknown,1804,C:\Users\ashut\Downloads\Geometry3K\train\1804
train,1805,unknown,1805,C:\Users\ashut\Downloads\Geometry3K\train\1805
train,1806,unknown,1806,C:\Users\ashut\Downloads\Geometry3K\train\1806
train,1807,unknown,1807,C:\Users\ashut\Downloads\Geometry3K\train\1807
train,1808,unknown,1808,C:\Users\ashut\Downloads\Geometry3K\train\1808
train,1809,unknown,1809,C:\Users\ashut\Downloads\Geometry3K\train\1809
train,181,unknown,181,C:\Users\ashut\Downloads\Geometry3K\train\181
train,1810,unknown,1810,C:\Users\ashut\Downloads\Geometry3K\train\1810
train,1811,unknown,1811,C:\Users\ashut\Downloads\Geometry3K\train\1811
train,1812,circle,1812,C:\Users\ashut\Downloads\Geometry3K\train\1812
train,1813,unknown,1813,C:\Users\ashut\Downloads\Geometry3K\train\1813
train,1814,unknown,1814,C:\Users\ashut\Downloads\Geometry3K\train\1814
train,1815,unknown,1815,C:\Users\ashut\Downloads\Geometry3K\train\1815
train,1816,unknown,1816,C:\Users\ashut\Downloads\Geometry3K\train\1816
train,1817,unknown,1817,C:\Users\ashut\Downloads\Geometry3K\train\1817
train,1818,unknown,1818,C:\Users\ashut\Downloads\Geometry3K\train\1818
train,1819,unknown,1819,C:\Users\ashut\Downloads\Geometry3K\train\1819
train,182,unknown,182,C:\Users\ashut\Downloads\Geometry3K\train\182
train,1820,unknown,1820,C:\Users\ashut\Downloads\Geometry3K\train\1820
train,1821,unknown,1821,C:\Users\ashut\Downloads\Geometry3K\train\1821
train,1822,unknown,1822,C:\Users\ashut\Downloads\Geometry3K\train\1822
train,1823,unknown,1823,C:\Users\ashut\Downloads\Geometry3K\train\1823
train,1824,unknown,1824,C:\Users\ashut\Downloads\Geometry3K\train\1824
train,1825,unknown,1825,C:\Users\ashut\Downloads\Geometry3K\train\1825
train,1826,unknown,1826,C:\Users\ashut\Downloads\Geometry3K\train\1826
train,1827,unknown,1827,C:\Users\ashut\Downloads\Geometry3K\train\1827
train,1828,unknown,1828,C:\Users\ashut\Downloads\Geometry3K\train\1828
train,1829,unknown,1829,C:\Users\ashut\Downloads\Geometry3K\train\1829
train,183,unknown,183,C:\Users\ashut\Downloads\Geometry3K\train\183
train,1830,unknown,1830,C:\Users\ashut\Downloads\Geometry3K\train\1830
train,1831,unknown,1831,C:\Users\ashut\Downloads\Geometry3K\train\1831
train,1832,parallelogram,1832,C:\Users\ashut\Downloads\Geometry3K\train\1832
train,1833,unknown,1833,C:\Users\ashut\Downloads\Geometry3K\train\1833
train,1834,unknown,1834,C:\Users\ashut\Downloads\Geometry3K\train\1834
train,1835,unknown,1835,C:\Users\ashut\Downloads\Geometry3K\train\1835
train,1836,unknown,1836,C:\Users\ashut\Downloads\Geometry3K\train\1836
train,1837,unknown,1837,C:\Users\ashut\Downloads\Geometry3K\train\1837
train,1838,unknown,1838,C:\Users\ashut\Downloads\Geometry3K\train\1838
train,1839,unknown,1839,C:\Users\ashut\Downloads\Geometry3K\train\1839
train,184,unknown,184,C:\Users\ashut\Downloads\Geometry3K\train\184
train,1840,unknown,1840,C:\Users\ashut\Downloads\Geometry3K\train\1840
train,1841,circle,1841,C:\Users\ashut\Downloads\Geometry3K\train\1841
train,1842,unknown,1842,C:\Users\ashut\Downloads\Geometry3K\train\1842
train,1843,unknown,1843,C:\Users\ashut\Downloads\Geometry3K\train\1843
train,1844,unknown,1844,C:\Users\ashut\Downloads\Geometry3K\train\1844
train,1845,unknown,1845,C:\Users\ashut\Downloads\Geometry3K\train\1845
train,1846,parallelogram,1846,C:\Users\ashut\Downloads\Geometry3K\train\1846
train,1847,circle,1847,C:\Users\ashut\Downloads\Geometry3K\train\1847
train,1848,unknown,1848,C:\Users\ashut\Downloads\Geometry3K\train\1848
train,1849,unknown,1849,C:\Users\ashut\Downloads\Geometry3K\train\1849
train,185,unknown,185,C:\Users\ashut\Downloads\Geometry3K\train\185
train,1850,unknown,1850,C:\Users\ashut\Downloads\Geometry3K\train\1850
train,1851,rectangle,1851,C:\Users\ashut\Downloads\Geometry3K\train\1851
train,1852,parallelogram,1852,C:\Users\ashut\Downloads\Geometry3K\train\1852
train,1853,unknown,1853,C:\Users\ashut\Downloads\Geometry3K\train\1853
train,1854,unknown,1854,C:\Users\ashut\Downloads\Geometry3K\train\1854
train,1855,unknown,1855,C:\Users\ashut\Downloads\Geometry3K\train\1855
train,1856,unknown,1856,C:\Users\ashut\Downloads\Geometry3K\train\1856
train,1857,unknown,1857,C:\Users\ashut\Downloads\Geometry3K\train\1857
train,1858,unknown,1858,C:\Users\ashut\Downloads\Geometry3K\train\1858
train,1859,unknown,1859,C:\Users\ashut\Downloads\Geometry3K\train\1859
train,186,unknown,186,C:\Users\ashut\Downloads\Geometry3K\train\186
train,1860,unknown,1860,C:\Users\ashut\Downloads\Geometry3K\train\1860
train,1861,unknown,1861,C:\Users\ashut\Downloads\Geometry3K\train\1861
train,1862,unknown,1862,C:\Users\ashut\Downloads\Geometry3K\train\1862
train,1863,unknown,1863,C:\Users\ashut\Downloads\Geometry3K\train\1863
train,1864,unknown,1864,C:\Users\ashut\Downloads\Geometry3K\train\1864
train,1865,unknown,1865,C:\Users\ashut\Downloads\Geometry3K\train\1865
train,1866,unknown,1866,C:\Users\ashut\Downloads\Geometry3K\train\1866
train,1867,unknown,1867,C:\Users\ashut\Downloads\Geometry3K\train\1867
train,1868,unknown,1868,C:\Users\ashut\Downloads\Geometry3K\train\1868
train,1869,unknown,1869,C:\Users\ashut\Downloads\Geometry3K\train\1869
train,187,unknown,187,C:\Users\ashut\Downloads\Geometry3K\train\187
train,1870,unknown,1870,C:\Users\ashut\Downloads\Geometry3K\train\1870
train,1871,unknown,1871,C:\Users\ashut\Downloads\Geometry3K\train\1871
train,1872,unknown,1872,C:\Users\ashut\Downloads\Geometry3K\train\1872
train,1873,unknown,1873,C:\Users\ashut\Downloads\Geometry3K\train\1873
train,1874,unknown,1874,C:\Users\ashut\Downloads\Geometry3K\train\1874
train,1875,unknown,1875,C:\Users\ashut\Downloads\Geometry3K\train\1875
train,1876,unknown,1876,C:\Users\ashut\Downloads\Geometry3K\train\1876
train,1877,unknown,1877,C:\Users\ashut\Downloads\Geometry3K\train\1877
train,1878,parallelogram,1878,C:\Users\ashut\Downloads\Geometry3K\train\1878
train,1879,unknown,1879,C:\Users\ashut\Downloads\Geometry3K\train\1879
train,188,parallelogram,188,C:\Users\ashut\Downloads\Geometry3K\train\188
train,1880,unknown,1880,C:\Users\ashut\Downloads\Geometry3K\train\1880
train,1881,unknown,1881,C:\Users\ashut\Downloads\Geometry3K\train\1881
train,1882,unknown,1882,C:\Users\ashut\Downloads\Geometry3K\train\1882
train,1883,unknown,1883,C:\Users\ashut\Downloads\Geometry3K\train\1883
train,1884,unknown,1884,C:\Users\ashut\Downloads\Geometry3K\train\1884
train,1885,unknown,1885,C:\Users\ashut\Downloads\Geometry3K\train\1885
train,1886,unknown,1886,C:\Users\ashut\Downloads\Geometry3K\train\1886
train,1887,unknown,1887,C:\Users\ashut\Downloads\Geometry3K\train\1887
train,1888,unknown,1888,C:\Users\ashut\Downloads\Geometry3K\train\1888
train,1889,unknown,1889,C:\Users\ashut\Downloads\Geometry3K\train\1889
train,189,unknown,189,C:\Users\ashut\Downloads\Geometry3K\train\189
train,1890,unknown,1890,C:\Users\ashut\Downloads\Geometry3K\train\1890
train,1891,unknown,1891,C:\Users\ashut\Downloads\Geometry3K\train\1891
train,1892,unknown,1892,C:\Users\ashut\Downloads\Geometry3K\train\1892
train,1893,unknown,1893,C:\Users\ashut\Downloads\Geometry3K\train\1893
