dataset,json_file,image_file,shape,image_path
GeoQA,2311.json,2311.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2311.png
GeoQA,2312.json,2312.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2312.png
GeoQA,2313.json,2313.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2313.png
GeoQA,2314.json,2314.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2314.png
GeoQA,2315.json,2315.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2315.png
GeoQA,2316.json,2316.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2316.png
GeoQA,2317.json,2317.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2317.png
GeoQA,2318.json,2318.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2318.png
GeoQA,2319.json,2319.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2319.png
GeoQA,2320.json,2320.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2320.png
GeoQA,2321.json,2321.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2321.png
GeoQA,2322.json,2322.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2322.png
GeoQA,2323.json,2323.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2323.png
GeoQA,2324.json,2324.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2324.png
GeoQA,2327.json,2327.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2327.png
GeoQA,2329.json,2329.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2329.png
GeoQA,233.json,233.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\233.png
GeoQA,2330.json,2330.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2330.png
GeoQA,2331.json,2331.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2331.png
GeoQA,2332.json,2332.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2332.png
GeoQA,2333.json,2333.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2333.png
GeoQA,2334.json,2334.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2334.png
GeoQA,2335.json,2335.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2335.png
GeoQA,2337.json,2337.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2337.png
GeoQA,2338.json,2338.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2338.png
GeoQA,2339.json,2339.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2339.png
GeoQA,234.json,234.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\234.png
GeoQA,2340.json,2340.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2340.png
GeoQA,2342.json,2342.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2342.png
GeoQA,2343.json,2343.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2343.png
GeoQA,2344.json,2344.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2344.png
GeoQA,2346.json,2346.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2346.png
GeoQA,2347.json,2347.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2347.png
GeoQA,2348.json,2348.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2348.png
GeoQA,2349.json,2349.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2349.png
GeoQA,235.json,235.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\235.png
GeoQA,2350.json,2350.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2350.png
GeoQA,2351.json,2351.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2351.png
GeoQA,2355.json,2355.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2355.png
GeoQA,2356.json,2356.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2356.png
GeoQA,2358.json,2358.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2358.png
GeoQA,236.json,236.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\236.png
GeoQA,2360.json,2360.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2360.png
GeoQA,2361.json,2361.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2361.png
GeoQA,2362.json,2362.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2362.png
GeoQA,2363.json,2363.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2363.png
GeoQA,2365.json,2365.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2365.png
GeoQA,2366.json,2366.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2366.png
GeoQA,2367.json,2367.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2367.png
GeoQA,2369.json,2369.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2369.png
GeoQA,237.json,237.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\237.png
GeoQA,2373.json,2373.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2373.png
GeoQA,2374.json,2374.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2374.png
GeoQA,2375.json,2375.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2375.png
GeoQA,2376.json,2376.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2376.png
GeoQA,2377.json,2377.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2377.png
GeoQA,2378.json,2378.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2378.png
GeoQA,2379.json,2379.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2379.png
GeoQA,2381.json,2381.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2381.png
GeoQA,2382.json,2382.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2382.png
GeoQA,2383.json,2383.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2383.png
GeoQA,2386.json,2386.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2386.png
GeoQA,2389.json,2389.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2389.png
GeoQA,239.json,239.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\239.png
GeoQA,2390.json,2390.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2390.png
GeoQA,2392.json,2392.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2392.png
GeoQA,2393.json,2393.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2393.png
GeoQA,2396.json,2396.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2396.png
GeoQA,2397.json,2397.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2397.png
GeoQA,2399.json,2399.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2399.png
GeoQA,24.json,24.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\24.png
GeoQA,240.json,240.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\240.png
GeoQA,2400.json,2400.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2400.png
GeoQA,2402.json,2402.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2402.png
GeoQA,2403.json,2403.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2403.png
GeoQA,2405.json,2405.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2405.png
GeoQA,2406.json,2406.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2406.png
GeoQA,2407.json,2407.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2407.png
GeoQA,2408.json,2408.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2408.png
GeoQA,2409.json,2409.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2409.png
GeoQA,2410.json,2410.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2410.png
GeoQA,2411.json,2411.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2411.png
GeoQA,2412.json,2412.png,square,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2412.png
GeoQA,2413.json,2413.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2413.png
GeoQA,2414.json,2414.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2414.png
GeoQA,2415.json,2415.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2415.png
GeoQA,2418.json,2418.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2418.png
GeoQA,2419.json,2419.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2419.png
GeoQA,242.json,242.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\242.png
GeoQA,2420.json,2420.png,square,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2420.png
GeoQA,2421.json,2421.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2421.png
GeoQA,2422.json,2422.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2422.png
GeoQA,2424.json,2424.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2424.png
GeoQA,2427.json,2427.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2427.png
GeoQA,243.json,243.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\243.png
GeoQA,2430.json,2430.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2430.png
GeoQA,2431.json,2431.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2431.png
GeoQA,2432.json,2432.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2432.png
GeoQA,2433.json,2433.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2433.png
GeoQA,2434.json,2434.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2434.png
GeoQA,2436.json,2436.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2436.png
GeoQA,2437.json,2437.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2437.png
GeoQA,2438.json,2438.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2438.png
GeoQA,2439.json,2439.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2439.png
GeoQA,244.json,244.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\244.png
GeoQA,2440.json,2440.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2440.png
GeoQA,2441.json,2441.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2441.png
GeoQA,2442.json,2442.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2442.png
GeoQA,2443.json,2443.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2443.png
GeoQA,2445.json,2445.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2445.png
GeoQA,2446.json,2446.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2446.png
GeoQA,2447.json,2447.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2447.png
GeoQA,2448.json,2448.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2448.png
GeoQA,245.json,245.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\245.png
GeoQA,2451.json,2451.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2451.png
GeoQA,2452.json,2452.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2452.png
GeoQA,2455.json,2455.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2455.png
GeoQA,2456.json,2456.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2456.png
GeoQA,2457.json,2457.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2457.png
GeoQA,2459.json,2459.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2459.png
GeoQA,246.json,246.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\246.png
GeoQA,2460.json,2460.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2460.png
GeoQA,2461.json,2461.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2461.png
GeoQA,2462.json,2462.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2462.png
GeoQA,2463.json,2463.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2463.png
GeoQA,2464.json,2464.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2464.png
GeoQA,2465.json,2465.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2465.png
GeoQA,2466.json,2466.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2466.png
GeoQA,2467.json,2467.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2467.png
GeoQA,2470.json,2470.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2470.png
GeoQA,2471.json,2471.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2471.png
GeoQA,2472.json,2472.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2472.png
GeoQA,2475.json,2475.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2475.png
GeoQA,2476.json,2476.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2476.png
GeoQA,2478.json,2478.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2478.png
GeoQA,248.json,248.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\248.png
GeoQA,2482.json,2482.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2482.png
GeoQA,2483.json,2483.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2483.png
GeoQA,2484.json,2484.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2484.png
GeoQA,2485.json,2485.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2485.png
GeoQA,2486.json,2486.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2486.png
GeoQA,2487.json,2487.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2487.png
GeoQA,2488.json,2488.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2488.png
GeoQA,249.json,249.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\249.png
GeoQA,2490.json,2490.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2490.png
GeoQA,2492.json,2492.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2492.png
GeoQA,2496.json,2496.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2496.png
GeoQA,25.json,25.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\25.png
GeoQA,250.json,250.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\250.png
GeoQA,2500.json,2500.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2500.png
GeoQA,2504.json,2504.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2504.png
GeoQA,2508.json,2508.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2508.png
GeoQA,2509.json,2509.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2509.png
GeoQA,251.json,251.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\251.png
GeoQA,2511.json,2511.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2511.png
GeoQA,2513.json,2513.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2513.png
GeoQA,2516.json,2516.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2516.png
GeoQA,2517.json,2517.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2517.png
GeoQA,2519.json,2519.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2519.png
GeoQA,2522.json,2522.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2522.png
GeoQA,2528.json,2528.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2528.png
GeoQA,253.json,253.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\253.png
GeoQA,2535.json,2535.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2535.png
GeoQA,254.json,254.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\254.png
GeoQA,2540.json,2540.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2540.png
GeoQA,2542.json,2542.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2542.png
GeoQA,2544.json,2544.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2544.png
GeoQA,2545.json,2545.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2545.png
GeoQA,2546.json,2546.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2546.png
GeoQA,255.json,255.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\255.png
GeoQA,2550.json,2550.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2550.png
GeoQA,2551.json,2551.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2551.png
GeoQA,2552.json,2552.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2552.png
GeoQA,2553.json,2553.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2553.png
GeoQA,2554.json,2554.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2554.png
GeoQA,2555.json,2555.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2555.png
GeoQA,2556.json,2556.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2556.png
GeoQA,2557.json,2557.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2557.png
GeoQA,2558.json,2558.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2558.png
GeoQA,2559.json,2559.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2559.png
GeoQA,256.json,256.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\256.png
GeoQA,2560.json,2560.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2560.png
GeoQA,2561.json,2561.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2561.png
GeoQA,2565.json,2565.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2565.png
GeoQA,2566.json,2566.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2566.png
GeoQA,2567.json,2567.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2567.png
GeoQA,2568.json,2568.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2568.png
GeoQA,257.json,257.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\257.png
GeoQA,2571.json,2571.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2571.png
GeoQA,2572.json,2572.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2572.png
GeoQA,2573.json,2573.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2573.png
GeoQA,2579.json,2579.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2579.png
GeoQA,258.json,258.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\258.png
GeoQA,2580.json,2580.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2580.png
GeoQA,2581.json,2581.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2581.png
GeoQA,2583.json,2583.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2583.png
GeoQA,2584.json,2584.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2584.png
GeoQA,2586.json,2586.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2586.png
GeoQA,2588.json,2588.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2588.png
GeoQA,259.json,259.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\259.png
GeoQA,2590.json,2590.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2590.png
GeoQA,2592.json,2592.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2592.png
GeoQA,2595.json,2595.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2595.png
GeoQA,26.json,26.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\26.png
GeoQA,260.json,260.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\260.png
GeoQA,2601.json,2601.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2601.png
GeoQA,2605.json,2605.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2605.png
GeoQA,2607.json,2607.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2607.png
GeoQA,2608.json,2608.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2608.png
GeoQA,2611.json,2611.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2611.png
GeoQA,2612.json,2612.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2612.png
GeoQA,2614.json,2614.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2614.png
GeoQA,2615.json,2615.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2615.png
GeoQA,2616.json,2616.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2616.png
GeoQA,2619.json,2619.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2619.png
GeoQA,2620.json,2620.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2620.png
GeoQA,2625.json,2625.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2625.png
GeoQA,2626.json,2626.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2626.png
GeoQA,2627.json,2627.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2627.png
GeoQA,2629.json,2629.png,square,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2629.png
GeoQA,263.json,263.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\263.png
GeoQA,2630.json,2630.png,square,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2630.png
GeoQA,2632.json,2632.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2632.png
GeoQA,2634.json,2634.png,rectangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2634.png
GeoQA,2637.json,2637.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2637.png
GeoQA,2638.json,2638.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2638.png
GeoQA,264.json,264.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\264.png
GeoQA,2643.json,2643.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2643.png
GeoQA,2644.json,2644.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2644.png
GeoQA,2645.json,2645.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2645.png
GeoQA,2648.json,2648.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2648.png
GeoQA,265.json,265.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\265.png
GeoQA,2653.json,2653.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2653.png
GeoQA,2655.json,2655.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2655.png
GeoQA,2657.json,2657.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2657.png
GeoQA,2661.json,2661.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2661.png
GeoQA,2662.json,2662.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2662.png
GeoQA,2663.json,2663.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2663.png
GeoQA,2664.json,2664.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2664.png
GeoQA,2665.json,2665.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2665.png
GeoQA,2669.json,2669.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2669.png
GeoQA,267.json,267.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\267.png
GeoQA,2675.json,2675.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2675.png
GeoQA,2676.json,2676.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2676.png
GeoQA,2679.json,2679.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2679.png
GeoQA,2680.json,2680.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2680.png
GeoQA,2685.json,2685.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2685.png
GeoQA,269.json,269.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\269.png
GeoQA,2690.json,2690.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2690.png
GeoQA,2694.json,2694.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2694.png
GeoQA,2697.json,2697.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2697.png
GeoQA,2699.json,2699.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2699.png
GeoQA,27.json,27.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\27.png
GeoQA,270.json,270.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\270.png
GeoQA,2701.json,2701.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2701.png
GeoQA,2705.json,2705.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\2705.png
